Dish Name	Ingredients Used	Price	Time Consumed	Menu Group
FoodA_85ME6	milk, onion, pepper, beef	1109.58	37	Veg
FoodA_BYWQ6	fish, cream, flour, onion	213.07	35	Starter
FoodA_NCST3	tomato, beef, noodles, onion	625.73	18	Combo
FoodA_O2WD8	carrot, paneer, fish, onion	482.86	45	Dessert
FoodA_GD7FZ	flour, corn, paneer, capsicum	104.2	38	Dessert
FoodA_GHE0W	garlic, tomato, carrot, fish	1124.34	25	Combo
FoodA_TT0P7	onion, garlic, pepper, flour	528.69	25	Starter
FoodA_LOEEP	cream, broccoli, egg, flour	108.69	45	Main Course
FoodA_S38SF	fish, noodles, yogurt, egg	710.52	8	Beverage
FoodA_RC1ZL	carrot, spinach, tomato, pepper	328.98	25	Combo
FoodA_R2PGA	potato, noodles, capsicum, yogurt	302.99	12	Dessert
FoodA_IY2CM	spinach, egg, rice, garlic	676.9	11	Non-Veg
FoodA_Z257U	rice, tomato, cream, garlic	920.92	20	Dessert
FoodA_DWY0Z	cheese, corn, pepper, onion	857.39	37	Dessert
FoodA_N3N2A	beef, lentils, milk, paneer	183.59	29	Non-Veg
FoodA_FU8KO	cream, pepper, milk, noodles	921.29	24	Combo
FoodA_OCFZ7	garlic, beef, onion, carrot	593.19	28	Veg
FoodA_OJVWX	lentils, beef, onion, corn	902.51	26	Starter
FoodA_15SIN	flour, spinach, mushroom, butter	1009.8	17	Dessert
FoodA_X0SGL	beef, cheese, broccoli, egg	489.14	24	Starter
FoodA_DCGRJ	onion, carrot, broccoli, lentils	538.67	38	Beverage
FoodA_45LEE	flour, carrot, milk, corn	1004.33	13	Dessert
FoodA_R1R58	lentils, egg, garlic, broccoli	363.79	35	Combo
FoodA_C5B52	paneer, potato, corn, pepper	948.19	23	Starter
FoodA_BFB97	corn, mushroom, yogurt, fish	339.83	38	Veg
FoodA_WIOC2	noodles, broccoli, egg, rice	599.53	5	Combo
FoodA_VLD9V	egg, noodles, milk, capsicum	502.98	11	Beverage
FoodA_A8WZY	rice, milk, egg, broccoli	536.52	37	Non-Veg
FoodA_DLEYG	cheese, noodles, chicken, carrot	506.43	12	Combo
FoodA_RVVXW	lentils, paneer, potato, onion	428.04	17	Beverage
FoodA_45WS7	spinach, beef, potato, corn	746.56	12	Dessert
FoodA_5E8XC	egg, flour, cream, milk	350.7	45	Dessert
FoodA_BG6C5	spinach, mushroom, cream, yogurt	552.21	32	Beverage
FoodA_WAGNK	onion, butter, corn, potato	1017.83	22	Veg
FoodA_1575O	lentils, spinach, garlic, basil	1189.07	23	Dessert
FoodA_09G9T	chicken, lentils, pepper, yogurt	757.82	37	Non-Veg
FoodA_S8AL2	milk, noodles, cheese, broccoli	258.54	30	Non-Veg
FoodA_79FHG	capsicum, flour, chicken, butter	128.86	35	Main Course
FoodA_OLB8R	mushroom, paneer, milk, butter	580.22	41	Veg
FoodA_9ORP1	tomato, paneer, corn, mushroom	237.11	22	Main Course
FoodA_X7YWI	fish, lentils, milk, oregano	783.02	36	Beverage
FoodA_TRL7I	carrot, yogurt, lentils, rice	1044.98	14	Main Course
FoodA_T9MJE	corn, milk, basil, chicken	1183.73	42	Non-Veg
FoodA_CZ91K	carrot, butter, cream, egg	952.29	33	Combo
FoodA_G87WO	butter, spinach, pepper, lentils	803.06	26	Main Course
FoodA_WARDC	tomato, cheese, cream, flour	363.68	20	Main Course
FoodA_SKRNJ	onion, tomato, beef, chicken	555.07	13	Starter
FoodA_F67VU	potato, beef, cheese, broccoli	215.52	8	Combo
FoodA_FE49C	pepper, paneer, butter, tomato	121.7	30	Veg
FoodA_70NTV	corn, paneer, pepper, egg	995.06	14	Starter
FoodA_1RN9V	corn, onion, potato, beef	1074.98	19	Veg
FoodA_3GXEW	carrot, mushroom, pepper, corn	1084.55	8	Non-Veg
FoodA_RPBU3	oregano, cheese, corn, noodles	117.04	21	Main Course
FoodA_ZHWK9	onion, butter, oregano, rice	1157.02	25	Main Course
FoodA_7Q8YK	butter, tomato, noodles, lentils	218.23	36	Combo
FoodA_IH6MD	potato, fish, paneer, cheese	1003.92	17	Veg
FoodA_3ZFCA	yogurt, potato, garlic, mushroom	553.56	15	Beverage
FoodA_GP6G6	onion, chicken, milk, rice	563.79	39	Non-Veg
FoodA_RNALY	oregano, rice, mushroom, onion	310.13	8	Combo
FoodA_LC8HW	flour, basil, corn, pepper	437.86	6	Combo
FoodA_2P4G3	cream, corn, rice, beef	421.75	22	Dessert
FoodA_BXXJO	capsicum, basil, flour, pepper	805.85	19	Beverage
FoodA_2GZCN	cream, pepper, tomato, basil	645.81	9	Starter
FoodA_47ULE	capsicum, cream, noodles, flour	1093.21	45	Non-Veg
FoodA_5K0RB	butter, onion, milk, egg	138.25	20	Veg
FoodA_HN4DN	corn, lentils, garlic, oregano	375.76	29	Starter
FoodA_G8F39	rice, basil, flour, noodles	378.63	20	Veg
FoodA_OX7RH	cheese, fish, corn, broccoli	685.85	7	Dessert
FoodA_SP6UU	yogurt, onion, butter, cheese	993.99	40	Combo
FoodA_8QMP8	yogurt, noodles, paneer, broccoli	852.88	6	Veg
FoodA_N0DBX	beef, cheese, flour, onion	391.49	14	Non-Veg
FoodA_J9ZVS	paneer, milk, flour, onion	583.5	23	Main Course
FoodA_ZKA4U	fish, beef, capsicum, mushroom	687.17	31	Dessert
FoodA_DPS67	mushroom, onion, capsicum, basil	1085.91	12	Combo
FoodA_3R5CX	carrot, milk, yogurt, beef	886.94	7	Main Course
FoodA_77ZAD	milk, rice, tomato, onion	1096.44	44	Non-Veg
FoodA_1R9BK	milk, noodles, pepper, spinach	399.84	25	Dessert
FoodA_IDGNR	carrot, beef, rice, basil	783.31	32	Combo
FoodA_69X4R	chicken, milk, pepper, flour	139.57	39	Veg
FoodA_LDZKC	carrot, fish, capsicum, corn	765.62	39	Veg
FoodA_2UDKQ	beef, egg, spinach, yogurt	741.94	27	Dessert
FoodA_XWH3J	onion, basil, paneer, garlic	1198	13	Veg
FoodA_R3VV6	potato, oregano, cream, noodles	510.51	39	Dessert
FoodA_I1RNW	potato, corn, tomato, oregano	698.82	8	Combo
FoodA_5V4T1	egg, flour, fish, yogurt	1037.85	39	Beverage
FoodA_GI4PR	tomato, spinach, fish, basil	672.15	20	Dessert
FoodA_RA4HD	mushroom, oregano, egg, garlic	1021.81	37	Dessert
FoodA_P1P8U	carrot, cream, noodles, beef	821.24	45	Combo
FoodA_1CGRO	garlic, egg, paneer, basil	789.42	32	Veg
FoodA_TTPTW	carrot, milk, cheese, noodles	578.2	44	Main Course
FoodA_QIS2D	cheese, beef, paneer, rice	1091.25	28	Veg
FoodA_JDT1H	mushroom, flour, rice, fish	479.59	37	Starter
FoodA_BRUMZ	mushroom, tomato, rice, cheese	1005.19	20	Veg
FoodA_ZS8WH	flour, corn, rice, lentils	139.57	45	Combo
FoodA_6K29H	onion, fish, carrot, oregano	946.15	17	Beverage
FoodA_VI8LA	lentils, potato, corn, cream	711.78	19	Combo
FoodA_BWS39	garlic, capsicum, pepper, rice	400.63	23	Dessert
FoodA_NY00L	yogurt, mushroom, fish, rice	1181.44	21	Main Course
FoodA_EN3AP	cream, carrot, spinach, garlic	393.54	36	Combo
FoodA_KUZAT	butter, garlic, basil, mushroom	224.74	43	Veg
FoodA_UVPOF	rice, onion, milk, noodles	135.04	36	Starter
FoodA_YQXHL	onion, rice, noodles, egg	397.46	34	Dessert
FoodA_HZRJE	potato, onion, corn, noodles	773.96	40	Starter
FoodA_IU4EY	noodles, pepper, lentils, carrot	651.39	5	Starter
FoodA_Z0I6Z	chicken, capsicum, tomato, basil	458.4	20	Dessert
FoodA_K2KKO	basil, potato, beef, flour	867.21	26	Non-Veg
FoodA_3SGIP	spinach, capsicum, yogurt, mushroom	107.47	12	Dessert
FoodA_LT24Z	basil, spinach, tomato, onion	625.34	13	Beverage
FoodA_5NGUG	chicken, cream, broccoli, fish	503.62	25	Veg
FoodA_SZ412	tomato, chicken, garlic, corn	907.04	44	Non-Veg
FoodA_BATM2	flour, yogurt, paneer, tomato	110.59	45	Dessert
FoodA_75J8L	chicken, noodles, paneer, carrot	666.32	30	Combo
FoodA_EUY6G	broccoli, egg, pepper, lentils	186.75	18	Main Course
FoodA_30N8W	yogurt, basil, flour, butter	1172.24	25	Starter
FoodA_LLS8B	potato, tomato, capsicum, spinach	314.24	26	Main Course
FoodA_8JY75	egg, spinach, broccoli, corn	317.81	24	Dessert
FoodA_3ZWP5	noodles, rice, egg, lentils	1008.87	21	Combo
FoodA_96SOK	lentils, onion, beef, paneer	296.86	23	Non-Veg
FoodA_5ZQY1	chicken, spinach, mushroom, oregano	183.93	34	Main Course
FoodA_QE9VU	rice, fish, flour, paneer	492.67	12	Main Course
FoodA_RZKRS	milk, egg, oregano, fish	470.88	45	Combo
FoodA_NRDAL	tomato, mushroom, potato, yogurt	1014.18	7	Dessert
FoodA_YDSST	corn, capsicum, egg, potato	186.97	40	Dessert
FoodA_0TCLV	milk, corn, tomato, fish	1052.34	19	Dessert
FoodA_5K75H	cream, basil, paneer, milk	878.01	40	Combo
FoodA_ACJ70	broccoli, onion, carrot, fish	358.9	11	Beverage
FoodA_Y339Z	capsicum, basil, beef, oregano	937.37	19	Beverage
FoodA_PNO50	yogurt, mushroom, pepper, basil	317.65	30	Starter
FoodA_MIC5W	mushroom, cheese, spinach, garlic	1074.73	10	Beverage
FoodA_W45XC	rice, potato, mushroom, chicken	965.32	8	Main Course
FoodA_O0DOX	basil, carrot, spinach, oregano	184.66	7	Starter
FoodA_9GWGG	carrot, beef, noodles, corn	280.33	36	Combo
FoodA_PF809	egg, rice, garlic, butter	328.44	13	Non-Veg
FoodA_PNDTM	broccoli, paneer, egg, butter	426.36	30	Starter
FoodA_ZZUIU	lentils, beef, corn, garlic	341.27	5	Non-Veg
FoodA_5TY6A	rice, spinach, capsicum, garlic	574.71	17	Veg
FoodA_SOKQM	onion, cream, milk, noodles	525.63	36	Non-Veg
FoodA_6JN5R	corn, chicken, spinach, yogurt	906.5	9	Starter
FoodA_6F5TC	corn, carrot, basil, onion	370.14	5	Starter
FoodA_FPF1Q	cheese, pepper, potato, carrot	564.76	9	Beverage
FoodA_R4ZRO	rice, oregano, mushroom, pepper	458.28	34	Veg
FoodA_TNKS9	fish, potato, flour, chicken	589.78	40	Starter
FoodA_4NDTN	egg, fish, garlic, broccoli	229.61	19	Combo
FoodA_443B7	noodles, spinach, lentils, butter	725.56	26	Combo
FoodA_PSQ03	egg, capsicum, milk, paneer	938.86	21	Starter
FoodA_ECWKU	carrot, cheese, broccoli, onion	166.06	42	Veg
FoodA_DW9FD	egg, garlic, cream, pepper	453.46	39	Starter
FoodA_K7Y0U	paneer, spinach, broccoli, carrot	855.17	13	Beverage
FoodA_ERYNK	paneer, garlic, broccoli, fish	189.92	24	Dessert
FoodA_J5O4K	capsicum, broccoli, rice, basil	657.26	45	Main Course
FoodA_Y5RGM	butter, spinach, yogurt, egg	508.43	5	Veg
FoodA_E262U	butter, mushroom, onion, lentils	919.86	23	Combo
FoodA_ZUH7T	chicken, rice, pepper, fish	722.38	25	Beverage
FoodA_XL412	paneer, lentils, spinach, fish	1147.61	30	Veg
FoodA_31A9J	chicken, carrot, noodles, fish	558.22	39	Veg
FoodA_0YFOK	basil, garlic, onion, corn	465.15	40	Dessert
FoodA_MVLOA	onion, noodles, oregano, mushroom	603.55	7	Veg
FoodA_ULD37	yogurt, tomato, paneer, lentils	1020.11	14	Starter
FoodA_18Y55	yogurt, flour, spinach, pepper	181.06	23	Beverage
FoodA_B89P1	potato, milk, tomato, lentils	656.52	22	Non-Veg
FoodA_I4VS1	potato, capsicum, cream, onion	163.23	43	Main Course
FoodA_W8QPS	capsicum, garlic, milk, spinach	295.03	22	Main Course
FoodA_A9NHU	butter, cheese, egg, capsicum	1175.9	19	Main Course
FoodA_0JUKB	egg, paneer, tomato, garlic	830.15	42	Combo
FoodA_B7LZS	chicken, cream, rice, lentils	496.06	18	Combo
FoodA_AQBWA	spinach, capsicum, carrot, paneer	666.04	38	Non-Veg
FoodA_LWXZ0	garlic, lentils, flour, yogurt	203.37	25	Veg
FoodA_M6JSP	flour, onion, corn, spinach	272.79	29	Beverage
FoodA_TAGLP	corn, potato, tomato, capsicum	124.81	17	Combo
FoodA_TVTGQ	onion, yogurt, tomato, paneer	119.45	39	Starter
FoodA_2K8P5	basil, rice, capsicum, corn	1078.73	17	Starter
FoodA_CVNOM	butter, corn, fish, spinach	621.9	16	Starter
FoodA_MI1H7	egg, cream, cheese, butter	420.37	11	Beverage
FoodA_R4FYE	butter, oregano, pepper, milk	389.54	27	Main Course
FoodA_EBT23	spinach, yogurt, beef, basil	1154.73	17	Main Course
FoodA_RYHXN	egg, broccoli, paneer, carrot	640.95	10	Beverage
FoodA_9RZ1K	cheese, pepper, fish, potato	662.8	33	Non-Veg
FoodA_AR9CM	noodles, capsicum, broccoli, onion	277.05	6	Dessert
FoodA_4EFPK	potato, tomato, carrot, onion	332.99	26	Beverage
FoodA_NMF7P	egg, rice, cheese, basil	806.25	30	Non-Veg
FoodA_9YQ64	broccoli, cheese, potato, chicken	500.93	17	Starter
FoodA_N6BGJ	fish, tomato, capsicum, broccoli	514.85	45	Main Course
FoodA_96U7E	cream, butter, flour, yogurt	766.13	30	Non-Veg
FoodA_ZXS02	cheese, yogurt, milk, butter	168.06	11	Main Course
FoodA_SK3O3	corn, noodles, cream, pepper	840.43	33	Starter
FoodA_THXGD	potato, milk, capsicum, spinach	184.45	30	Combo
FoodA_5MD7B	yogurt, corn, egg, potato	363.12	38	Main Course
FoodA_YS947	butter, carrot, potato, egg	840.91	31	Beverage
FoodA_PI3AY	yogurt, pepper, potato, spinach	138.84	5	Veg
FoodA_73EGO	flour, tomato, paneer, basil	1186.42	38	Dessert
FoodA_D1I49	potato, capsicum, lentils, basil	967.76	26	Main Course
FoodA_8V3MP	flour, lentils, capsicum, cheese	665.34	5	Starter
FoodA_1E614	pepper, lentils, spinach, potato	731.47	7	Starter
FoodA_N6GBY	corn, fish, egg, mushroom	703.66	33	Starter
FoodA_LZ90P	broccoli, butter, noodles, oregano	901.53	34	Combo
FoodA_IVDY2	onion, flour, broccoli, paneer	979.96	9	Combo
FoodA_7TWU1	lentils, spinach, pepper, garlic	521.83	43	Beverage
FoodA_OI951	chicken, rice, milk, fish	844.81	7	Veg
FoodA_3HTS3	garlic, egg, spinach, yogurt	352.23	40	Starter
FoodA_3QZF2	mushroom, basil, milk, garlic	277.42	29	Main Course
FoodA_PR69O	carrot, butter, chicken, cream	800.14	45	Non-Veg
FoodA_GOPQS	pepper, spinach, flour, garlic	618.74	32	Main Course
FoodA_MJQNS	basil, oregano, butter, onion	924.53	38	Dessert
FoodA_X6SNA	capsicum, beef, mushroom, lentils	1164.85	37	Dessert
FoodA_A78RP	spinach, cheese, lentils, onion	584.49	16	Dessert
FoodA_XSE0Y	capsicum, corn, butter, onion	137.95	30	Veg
FoodA_1XNG9	cheese, mushroom, lentils, egg	482.47	29	Main Course
FoodA_G8O1K	cream, oregano, spinach, egg	1036.83	35	Combo
FoodA_1HP3C	spinach, lentils, rice, noodles	190.27	28	Main Course
FoodA_4JE49	carrot, cream, garlic, capsicum	113.66	10	Main Course
FoodA_Y6T52	beef, butter, tomato, garlic	366.89	27	Combo
FoodA_YLOAF	egg, garlic, flour, cream	889.27	26	Combo
FoodA_GZ8D7	tomato, beef, chicken, lentils	1038.38	22	Starter
FoodA_GDH0A	lentils, yogurt, chicken, flour	151.77	31	Starter
FoodA_AWHVU	cream, milk, butter, oregano	1164.26	6	Non-Veg
FoodA_PDQOR	yogurt, noodles, capsicum, beef	193.46	35	Beverage
FoodA_0VJEI	noodles, yogurt, egg, broccoli	576.8	15	Beverage
FoodA_X0FUH	egg, lentils, yogurt, noodles	146.59	41	Combo
FoodA_96P59	cream, corn, garlic, pepper	868.86	27	Beverage
FoodA_2FG2I	onion, pepper, oregano, mushroom	789.44	20	Starter
FoodA_8OZC1	oregano, cream, broccoli, potato	1031.33	10	Combo
FoodA_0JKYI	potato, flour, egg, onion	194.16	36	Beverage
FoodA_S3P25	milk, capsicum, onion, beef	577.26	19	Starter
FoodA_RLKBV	onion, chicken, cheese, flour	464.31	39	Dessert
FoodA_7C0TP	cream, milk, broccoli, spinach	197.57	36	Dessert
FoodA_DJUU3	noodles, butter, capsicum, carrot	922.08	31	Dessert
FoodA_DYP6S	mushroom, chicken, basil, paneer	807.21	8	Main Course
FoodA_7BVB3	basil, fish, capsicum, butter	1085.97	12	Beverage
FoodA_7LEDT	rice, egg, garlic, mushroom	892.41	32	Non-Veg
FoodA_6OGY7	spinach, pepper, lentils, corn	664.74	15	Beverage
FoodA_GC7LV	lentils, yogurt, spinach, pepper	526.21	7	Dessert
FoodA_3PFZK	cheese, spinach, onion, carrot	489.04	25	Dessert
FoodA_08JZS	cheese, oregano, yogurt, beef	683.31	24	Combo
FoodA_TE76U	lentils, capsicum, paneer, basil	220.7	40	Beverage
FoodA_ZLY3U	mushroom, capsicum, noodles, milk	945.94	7	Combo
FoodA_5IXQ5	yogurt, onion, rice, spinach	831.56	22	Veg
FoodA_L01E5	fish, chicken, milk, carrot	1146.91	42	Non-Veg
FoodA_6Z9O2	egg, paneer, cheese, cream	991.6	24	Veg
FoodA_8HVBY	mushroom, paneer, butter, potato	425.73	6	Veg
FoodA_JY21E	corn, oregano, tomato, broccoli	446.08	14	Beverage
FoodA_07OSR	egg, onion, garlic, spinach	160.36	9	Non-Veg
